Original,Furigana,Indonesia,JLPT Level
同一,どういつ,"identitas, kesamaan, kemiripan",N3
銅貨,どうか,koin tembaga,N3
当時,とうじ,"pada waktu itu, pada masa itu (sama dengan そのころ)",N3
動詞,どうし,kata kerja,N3
同時,どうじ,"serentak, waktu yang sama",N3
どうしても,どうしても,"dengan cara apapun, tidak peduli apa, tidak peduli seberapa keras seseorang mencoba",N3
どうぞよろしく,どうぞよろしく,senang bertemu dengan Anda,N3
到着,とうちゃく,kedatangan,N3
道徳,どうとく,moral,N3
投票,とうひょう,"pemungutan suara, jajak pendapat",N3
東洋,とうよう,Orient,N3
同様,どうよう,"identik, sama (jenis), seperti",N3
童謡,どうよう,"lagu anak-anak, lagu pengantar tidur",N3
同僚,どうりょう,rekan kerja; rekan kerja,N3
道路,どうろ,jalan,N3
通す,とおす,"membiarkan lewat, mengabaikan, melanjutkan",N3
通り過ぎる,とおりすぎる,"melewati, melewati",N3
都会,とかい,kota,N3
溶く,とく,melarutkan (cat),N3
解く,とく,"melepaskan; menjawab, memecahkan",N3
退く,どく,"mundur, surut, menarik diri",N3
毒,どく,"racun, racun",N3
得意,とくい,"kebanggaan, kemenangan, kemakmuran",N3
読書,どくしょ,membaca,N3
独身,どくしん,"lajang, belum menikah",N3
特徴,とくちょう,karakteristik; fitur; sifat,N3
特長,とくちょう,"kelebihan, jasa",N3
独特,どくとく,"kekhasan, keunikan, karakteristik",N3
独立,どくりつ,"kemerdekaan (misalnya Hari Kemerdekaan), mandiri",N3
溶ける,とける,"meleleh, mencair, larut",N3
解ける,とける,"terlepas ikatannya, terlepas",N3
どこか,どこか,"di suatu tempat, di mana saja",N3
ところが,ところが,"namun, sementara, bahkan jika",N3
ところで,ところで,omong-omong; bahkan jika,N3
登山,とざん,mendaki gunung,N3
都市,とし,"kota, kota, perkotaan",N3
年月,としつき,bulan dan tahun,N3
図書,としょ,buku,N3
年寄,としより,"orang tua, lanjut usia",N3
閉じる,とじる,"menutup (misalnya buku, mata), menutup",N3
途端,とたん,"tepat (sekarang, saat ini, dll.)",N3
土地,とち,"sebidang tanah, petak, tanah",N3
突然,とつぜん,"tiba-tiba, mendadak, tak terduga",N3
トップ,トップ,puncak,N3
届く,とどく,mencapai,N3
とにかく,とにかく,"bagaimanapun, bagaimanapun juga, pokoknya",N3
飛ばす,とばす,"melompati, menghilangkan",N3
飛び出す,とびだす,"melompat keluar, bergegas keluar, terbang keluar",N3
留める,とめる,"mengencangkan, mematikan, menahan",N3
泊める,とめる,menyuruh seseorang menginap (semalam) (v.t.),N3
友,とも,"teman, sahabat, kawan",N3
共に,ともに,"berbagi dengan, berpartisipasi dalam",N3
虎,とら,harimau,N3
ドライブ,ドライブ,"berkendara, mengemudi",N3
トラック,トラック,truk; lintasan (lari),N3
ドラマ,ドラマ,drama,N3
トランプ,トランプ,kartu remi (harfiah: truf),N3
取り上げる,とりあげる,"mengambil, mengambil; menyita",N3
努力,どりょく,"usaha keras, pengerahan tenaga, usaha",N3
トレーニング,トレーニング,pelatihan,N3
ドレス,ドレス,gaun,N3
取れる,とれる,"lepas, terlepas",N3
泥,どろ,lumpur,N3
トン,トン,ton (1000 lbs.),N3
とんでもない,とんでもない,"keterlaluan, Tidak mungkin!",N3
どんなに,どんなに,"bagaimana, berapa banyak",N3
トンネル,トンネル,terowongan,N3
名,な,"nama, reputasi",N3
内容,ないよう,"subjek, isi, detail",N3
なお,なお,"masih, namun",N3
仲,なか,"hubungan, hubungan",N3
流す,ながす,"mengalirkan, mengapungkan, menumpahkan (misalnya darah, air mata)",N3
半ば,なかば,"tengah, setengah jalan",N3
仲間,なかま,"perusahaan, teman, kolega, rekan",N3
中身,なかみ,isi; substansi,N3
中味,なかみ,"isi, interior, isian",N3
眺め,ながめ,pemandangan; pandangan; prospek; pandangan,N3
眺める,ながめる,"melihat, memandang",N3
流れ,ながれ,"aliran, arus",N3
流れる,ながれる,"mengalir, hanyut",N3
亡くす,なくす,kehilangan seseorang,N3
殴る,なぐる,memukul; memukul; meninju,N3
無し,なし,tanpa,N3
なぜなら,なぜなら,karena,N3
謎,なぞ,"teka-teki, teka-teki, enigma",N3
納得,なっとく,"persetujuan, persetujuan, pengertian",N3
何か,なにか,sesuatu,N3
なにも,なにも,tidak ada,N3
鍋,なべ,"panci, pot",N3
生,なま,"mentah, belum diolah",N3
怠ける,なまける,"malas, lalai",N3
波,なみ,gelombang,N3
涙,なみだ,air mata,N3
悩む,なやむ,"menderita, gelisah",N3
鳴らす,ならす,"membunyikan, membunyikan",N3
為る,なる,"berubah, berguna, mencapai",N3
生る,なる,berbuah,N3
馴れる,なれる,"menjadi jinak, menjadi jinak",N3
縄,なわ,tali,N3
何で,なんで,"Mengapa, Untuk apa",N3
何でも,なんでも,"dengan segala cara, segalanya",N3
何とか,なんとか,"entah bagaimana, bagaimanapun, dengan satu atau lain cara",N3
似合う,にあう,"cocok (seseorang), cocok (pakaian), (sesuatu) menjadi (seseorang)",N3
煮える,にえる,"mendidih, memasak, dimasak",N3
苦手,にがて,"buruk (dalam), lemah (dalam), tidak suka (pada)",N3
握る,にぎる,"menggenggam, merebut, membentuk sushi",N3
日,にち,hari,N3
日常,にちじょう,"biasa, teratur, sehari-hari",N3
日光,にっこう,sinar matahari,N3
日中,にっちゅう,"siang hari, siang bolong",N3
にっこり,にっこり,"tersenyum manis, tersenyum, menyeringai",N3
日本,にっぽん,Jepang,N3
日本,にほん,Jepang,N3
入場,にゅうじょう,"masuk, masuk, masuk",N3
煮る,にる,"merebus, memasak",N3
人気,にんき,popularitas,N3
人間,にんげん,"manusia, orang",N3
抜く,ぬく,"mengekstrak, menghilangkan, mencabut",N3
抜ける,ぬける,"keluar, rontok, dihilangkan",N3
布,ぬの,kain,N3
濡らす,ぬらす,"membasahi, merendam",N3
根,ね,akar,N3
値,ね,"nilai, harga, biaya",N3
願い,ねがい,"keinginan, harapan, permintaan",N3
願う,ねがう,"menginginkan, berharap, meminta",N3
鼠,ねずみ,"tikus, tikus",N3
熱帯,ねったい,daerah tropis,N3
熱中,ねっちゅう,"antusiasme, semangat, mania",N3
年間,ねんかん,tahun,N3
年月,ねんげつ,bulan dan tahun,N3
年中,ねんじゅう,"sepanjang tahun, selalu, setiap hari",N3
年代,ねんだい,"usia, zaman, periode",N3
年齢,ねんれい,"usia, tahun",N3
野,の,ladang,N3
能,のう,"terampil dalam, dengan baik, dengan benar",N3
農家,のうか,"petani, keluarga petani",N3
農業,のうぎょう,pertanian,N3
農民,のうみん,"petani, petani",N3
能力,のうりょく,"kemampuan, fakultas",N3
ノー,ノー,tidak,N3
軒,のき,atap,N3
残す,のこす,"meninggalkan (di belakang, sisa), menyimpan, memesan",N3
残り,のこり,"sisa, sisa",N3
乗せる,のせる,"meletakkan di (sesuatu), menaikkan ke kapal",N3
載せる,のせる,meletakkan di (sesuatu); menerbitkan,N3
覗く,のぞく,"mengintip, melihat ke dalam",N3
除く,のぞく,"menghapus, mengecualikan, kecuali",N3
望み,のぞみ,"harapan, keinginan, (sebuah) harapan",N3
望む,のぞむ,"menginginkan, mengharapkan; melihat",N3
後,のち,"setelah itu, sejak itu",N3
ノック,ノック,ketukan; fungo (bisbol),N3
伸ばす,のばす,"memperpanjang, meregangkan, mengulurkan",N3
延ばす,のばす,"memperpanjang, meregangkan, mengulurkan",N3
伸びる,のびる,"memperpanjang, membuat kemajuan, tumbuh",N3
延びる,のびる,diperpanjang,N3
述べる,のべる,"menyatakan, mengungkapkan, menyebutkan",N3
上る,のぼる,"naik, naik, mendaki",N3
昇る,のぼる,"timbul, naik, naik",N3
載る,のる,"muncul (dalam cetakan), dicatat",N3
のんびり,のんびり,"santai, santai",N3
場,ば,"tempat, bidang (fisika)",N3
はあ (かん),はあ (かん),(desah),N3
パーセント,パーセント,persen,N3
灰,はい,abu,N3
梅雨,ばいう,musim hujan,N3
バイオリン,バイオリン,biola,N3
ハイキング,ハイキング,mendaki,N3
配達,はいたつ,"pengiriman, distribusi",N3
パイプ,パイプ,pipa; saluran resmi atau tidak,N3
俳優,はいゆう,"aktor, aktris, pemain",N3
パイロット,パイロット,pilot,N3
生える,はえる,"tumbuh, tumbuh; memotong (gigi)",N3
墓,はか,"kuburan, makam",N3
馬鹿,ばか,"bodoh, idiot",N3
博士,はかせ,"doktor, PhD., dokter",N3
計る,はかる,"mengukur, menimbang, mensurvei",N3
量る,はかる,"mengukur, menimbang, mensurvei",N3
測る,はかる,"mengukur, menimbang, mensurvei",N3
掃く,はく,"menyapu, menyikat, mengumpulkan",N3
吐く,はく,"muntah, muntah",N3
拍手,はくしゅ,"tepuk tangan, tepuk tangan",N3
莫大,ばくだい,"sangat besar, luas",N3
爆発,ばくはつ,"ledakan, ledakan, letusan",N3
博物館,はくぶつかん,museum,N3
激しい,はげしい,"keras, bersemangat, intens",N3
はさみ,はさみ,gunting,N3
破産,はさん,kebangkrutan (pribadi),N3
端,はし,"ujung (misalnya jalan), tepi, pinggir",N3
始まり,はじまり,"asal, awal",N3
パス,パス,"jalur, lolos (dalam permainan)",N3
外す,はずす,"melepaskan, melepas",N3
パスポート,パスポート,paspor,N3
外れる,はずれる,"terputus, keluar (misalnya gigi)",N3
旗,はた,bendera,N3
肌,はだ,kulit,N3
裸,はだか,"telanjang, telanjang",N3
畑,はたけ,"ladang, petak",N3
働き,はたらき,"pekerjaan, tenaga kerja",N3
バッグ,バッグ,tas,N3
発見,はっけん,"penemuan, deteksi, temuan",N3
発行,はっこう,terbitan (publikasi),N3
発車,はっしゃ,keberangkatan kendaraan,N3
発射,はっしゃ,"menembak, menembak, melepaskan",N3
罰する,ばっする,"menghukum, menghukum",N3
発達,はったつ,"perkembangan, pertumbuhan",N3
ばったり,ばったり,(bertemu) secara kebetulan,N3
発展,はってん,"perkembangan, pertumbuhan, kemajuan",N3
発表,はっぴょう,pengumuman; publikasi; presentasi,N3
発明,はつめい,penemuan,N3
派手,はで,"mencolok, mencolok, norak",N3
話し合う,はなしあう,"berdiskusi, berbicara bersama",N3
離す,はなす,"berpisah, memisahkan",N3
放す,はなす,"memisahkan, membebaskan",N3
離れる,はなれる,"(sesuatu, seseorang) berpisah; berpisah dari; terpisah",N3
放れる,はなれる,"meninggalkan, bebas, melepaskan diri",N3
羽,はね,sayap,N3
羽根,はね,bulu,N3
幅,はば,"lebar, luas",N3
母親,ははおや,ibu,N3
省く,はぶく,"menghilangkan, menghilangkan",N3
場面,ばめん,"adegan, latar (misalnya novel)",N3
流行る,はやる,"menjadi populer, menjadi mode",N3
腹,はら,"perut, perut, perut",N3
原,はら,"ladang, dataran",N3
バランス,バランス,keseimbangan,N3
針,はり,"jarum, tangan (misalnya jam)",N3
範囲,はんい,"luas, lingkup, jangkauan",N3
反抗,はんこう,"oposisi, perlawanan",N3
犯罪,はんざい,kejahatan,N3
ハンサム,ハンサム,tampan,N3
反省,はんせい,"refleksi, pertimbangan kembali, penyesalan",N3
判断,はんだん,"penghakiman, keputusan",N3
犯人,はんにん,"pelaku, penjahat",N3
販売,はんばい,"penjualan, penjualan, pemasaran",N3
灯,ひ,cahaya,N3
ビール,ビール,bir,N3
被害,ひがい,kerusakan,N3
比較,ひかく,perbandingan,N3
ピクニック,ピクニック,piknik,N3
悲劇,ひげき,tragedi,N3
飛行,ひこう,"penerbangan, penerbangan",N3
膝,ひざ,"lutut, pangkuan",N3
非常,ひじょう,"darurat, luar biasa, tidak biasa",N3
美人,びじん,orang cantik (wanita),N3
額,ひたい,"dahi, alis",N3
日付,ひづけ,"tanggal, penanggalan",N3
引越し,ひっこし,"pindah, berganti tempat tinggal",N3
必死,ひっし,"putus asa, panik, hasil yang tak terhindarkan",N3
ぴったり,ぴったり,"tepat, rapi, tajam",N3
引っ張る,ひっぱる,"menarik, meregangkan, menyeret",N3
否定,ひてい,"negasi, penyangkalan",N3
ビデオ,ビデオ,kaset video; VCR,N3
一言,ひとこと,satu kata,N3
人込み,ひとごみ,kerumunan orang,N3
等しい,ひとしい,sama,N3
独り,ひとり,"sendiri, belum menikah",N3
一人一人,ひとりひとり,"satu per satu, masing-masing",N3
批判,ひはん,kritik,N3
批評,ひひょう,"kritik, ulasan, komentar",N3
秘密,ひみつ,"rahasia, kerahasiaan",N3
微妙,びみょう,"halus, halus",N3
紐,ひも,"tali, tali",N3
冷やす,ひやす,"mendinginkan, mendinginkan",N3
費用,ひよう,"biaya, pengeluaran",N3
表,ひょう,"tabel (misalnya, Tab 1), bagan, daftar",N3
秒,びょう,detik (60 menit),N3
評価,ひょうか,"penilaian, evaluasi",N3
表現,ひょうげん,"ekspresi, presentasi",N3
表情,ひょうじょう,ekspresi wajah,N3
平等,びょうどう,"kesetaraan, ketidakberpihakan, keseragaman",N3
評判,ひょうばん,"ketenaran, reputasi",N3
表面,ひょうめん,"permukaan, luar, wajah",N3
広がる,ひろがる,"menyebar, meluas, meregang, mencapai, menyebar",N3
広げる,ひろげる,"menyebar, memperluas, memperluas, memperbesar",N3
広める,ひろめる,"memperluas, menyebarkan",N3
品,ひん,"barang; selera, keanggunan",N3
瓶,びん,botol,N3
便,びん,"cara, sarana; penerbangan",N3
ピン,ピン,pin,N3
不,ふ,"tidak (~), bukan (~), awalan negatif",N3
不,ぶ,"tidak (~), bukan (~), awalan negatif",N3
無,ぶ,"tidak ada, nol, nol, nol",N3
分,ぶ,"membagi, bagian",N3
不安,ふあん,"kecemasan, kegelisahan",N3
風景,ふうけい,pemandangan,N3
夫婦,ふうふ,"pasangan suami istri, suami istri",N3
笛,ふえ,"seruling, peluit",N3
不可,ふか,"salah, buruk, tidak mungkin",N3
深まる,ふかまる,memperdalam,N3
武器,ぶき,"senjata, persenjataan",N3
拭く,ふく,"menyeka, mengeringkan",N3
服装,ふくそう,"pakaian, pakaian",N3
含む,ふくむ,"mengandung, termasuk",N3
含める,ふくめる,termasuk,N3
袋,ふくろ,"tas, karung",N3
不幸,ふこう,"ketidakbahagiaan, kesedihan, kemalangan",N3
節,ふし,"nada, nada, tombol",N3
無事,ぶじ,"keselamatan, kedamaian",N3
不思議,ふしぎ,"misteri, keingintahuan",N3
不自由,ふじゆう,"ketidaknyamanan, kecacatan, ketidaknyamanan",N3
夫人,ふじん,"istri, Nyonya, nyonya",N3
婦人,ふじん,wanita (sama dengan 女性 (じょせい)、女の人 (おんなのひと)),N3
不正,ふせい,"ketidakadilan, ketidakadilan",N3
防ぐ,ふせぐ,"mempertahankan (terhadap), melindungi, mencegah",N3
不足,ふそく,"kekurangan, kekurangan",N3
舞台,ぶたい,panggung (teater),N3
双子,ふたご,"kembar, kembar",N3
再び,ふたたび,"lagi, sekali lagi, kedua kalinya",N3
普段,ふだん,"dalam situasi sehari-hari, biasanya, biasanya",N3
縁,ふち,"tepi, pinggir",N3
打つ,ぶつ,"memukul, menyerang",N3
不通,ふつう,"blokade, interupsi, penghentian",N3
物価,ぶっか,harga (komoditas/konsumen),N3
ぶつかる,ぶつかる,"menabrak, bertabrakan dengan",N3
ぶつける,ぶつける,"mengetuk, memukul keras, memukul dan menyerang",N3
物質,ぶっしつ,"materi, substansi",N3
物理,ぶつり,fisika,N3
筆,ふで,kuas tulis,N3
ふと,ふと,"tiba-tiba, kebetulan, secara kebetulan",N3
部分,ぶぶん,"bagian, bagian, bagian",N3
不平,ふへい,"keluhan, ketidakpuasan, ketidakpuasan",N3
不満,ふまん,"ketidakpuasan, ketidakpuasan, keluhan",N3
増やす,ふやす,"meningkatkan (transitif), menambahkan",N3
殖やす,ふやす,"meningkatkan, menambahkan",N3
プラス,プラス,plus,N3
プラスチック,プラスチック,plastik,N3
プラン,プラン,rencana,N3
不利,ふり,"kerugian, kekurangan",N3
振る,ふる,"melambai, mengguncang; menaburkan; melemparkan (aktor)",N3
震える,ふるえる,"menggigil, gemetar, gempa",N3
ブレーキ,ブレーキ,rem,N3
触れる,ふれる,"menyentuh, merasakan, melanggar",N3
プロ,プロ,profesional,N3
分,ぶん,"membagi, bagian, segmen",N3
文,ぶん,kalimat,N3
雰囲気,ふんいき,"suasana (misalnya musik), suasana hati, suasana",N3
分析,ぶんせき,analisis,N3
文明,ぶんめい,peradaban,N3
分野,ぶんや,"bidang, lingkup",N3
塀,へい,"dinding, pagar",N3
平均,へいきん,"keseimbangan, keseimbangan, rata-rata",N3
平和,へいわ,damai,N3
別に,べつに,"(tidak) terlalu, tidak ada",N3
減らす,へらす,"mengurangi, mengurangi",N3
減る,へる,"berkurang (ukuran atau jumlah), berkurang",N3
ベルト,ベルト,Sabuk untuk pakaian barat,N3
変化,へんか,"perubahan, variasi, pergeseran",N3
ペンキ,ペンキ,cat,N3
変更,へんこう,"perubahan, modifikasi, perubahan",N3
ベンチ,ベンチ,bangku,N3
弁当,べんとう,nasi kotak,N3
方,ほう,sisi,N3
法,ほう,Undang-Undang (hukum: Undang-Undang X),N3
棒,ぼう,"tiang, batang, tongkat",N3
冒険,ぼうけん,"risiko, usaha, petualangan",N3
方向,ほうこう,"arah, arah, jalan",N3
報告,ほうこく,"laporan, informasi",N3
宝石,ほうせき,"permata, permata",N3
包装,ほうそう,"pengepakan, pembungkusan",N3
豊富,ほうふ,"kelimpahan, banyak",N3
方法,ほうほう,"metode, sarana, teknik",N3
方々,ほうぼう,"di sana-sini, di mana-mana",N3
訪問,ほうもん,"panggilan, kunjungan",N3
吠える,ほえる,"menggonggong, melolong",N3
ボーイ,ボーイ,porter; anak laki-laki,N3
ボート,ボート,perahu dayung,N3
ホーム,ホーム,peron; rumah,N3
ボール,ボール,bola; mangkuk,N3
他,ほか,lain (terutama tempat dan benda),N3
誇り,ほこり,kebanggaan,N3
埃,ほこり,debu,N3
保証,ほしょう,"jaminan, jaminan, garansi",N3
保存,ほぞん,"pelestarian, konservasi",N3
歩道,ほどう,trotoar,N3
仏,ほとけ,Buddha,N3
骨,ほね,tulang,N3
炎,ほのお,nyala api,N3
頬,ほほ,pipi (wajah),N3
頬,ほお,pipi (wajah),N3
ほぼ,ほぼ,"hampir, kira-kira",N3
微笑む,ほほえむ,tersenyum,N3
堀,ほり,"parit, kanal",N3
濠,ほり,parit,N3
本当,ほんと,"kebenaran, kenyataan",N3
本人,ほんにん,orang itu sendiri,N3
本物,ほんもの,barang asli,N3
ぼんやり,ぼんやり,"redup, samar, kabur",N3
間,ま,"ruang, kamar, jeda",N3
まあ,まあ,baik (digunakan saat membuat pernyataan sederhana atau ragu-ragu),N3
マーケット,マーケット,pasar,N3
マイク,マイク,mikrofon,N3
迷子,まいご,anak hilang (tersesat),N3
マイナス,マイナス,minus,N3
任せる,まかせる,"mempercayakan kepada orang lain, menyerahkan kepada",N3
巻く,まく,"menggulung, melilit, menggulung",N3
蒔く,まく,menabur (benih),N3
撒く,まく,"menaburkan, menaburkan, menabur",N3
幕,まく,"tirai, babak (dalam drama)",N3
負け,まけ,"kekalahan, kerugian",N3
孫,まご,cucu,N3
まさか,まさか,sama sekali tidak,N3
まさに,まさに,"benar, pasti",N3
